index,drama_title,drama_directors,drama_casts,drama_rate, drama_url,drama_country,drama_type,drama_language_list,drama_time
134,了不起的麦瑟尔夫人 第二季,埃米·谢尔曼-帕拉迪诺,"瑞秋·布罗斯纳安,迈克尔·泽根,艾利克斯·布诺斯町,托尼·夏尔赫布,玛琳·辛科",8.6,https://movie.douban.com/subject/27016555/, 美国,"剧情,喜剧", 英语,2018
135,如懿传,"汪俊,程源海","周迅,霍建华,张钧甯,李纯,辛芷蕾",7.4,https://movie.douban.com/subject/25812730/, 中国大陆,"剧情,历史,古装", 汉语普通话,2018
136,内在美,宋贤旭,"徐玄振,李民基,李多喜,安宰贤,文知茵",7.8,https://movie.douban.com/subject/30269039/, 韩国,"剧情,爱情", 韩语,2018
137,镇魂,"周远舟,谢毅航","白宇,朱一龙,辛鹏,高雨儿,李砚",6.4,https://movie.douban.com/subject/26979097/,,,,[]
138,我的ID是江南美人,崔成范,"林秀香,车银优,赵宇丽,郭东延,朴成根",7.5,https://movie.douban.com/subject/30232208/, 韩国,"剧情,爱情", 韩语,2018
139,忽而今夏,吕赢,"白宇,卜冠今,吕鹏,张书维,杨玥",8.2,https://movie.douban.com/subject/27041389/, 中国大陆,剧情, 汉语普通话,2018
140,和平饭店,"李骏,白涛","陈数,雷佳音,李光洁,陶慧,张一龙",7.9,https://movie.douban.com/subject/26828285/, 中国大陆,"剧情,悬疑", 汉语普通话,2018
141,小谢尔顿 第二季,"贾弗尔·马哈穆德,霍华德·达奇,马克·森卓斯基","伊恩·阿米蒂奇,佐伊·派瑞,兰斯·巴伯,蒙塔纳·乔丹,拉根·雷沃德",9.4,https://movie.douban.com/subject/27623506/, 美国,喜剧, 英语,2018
142,我的天才女友 第一季,萨维里奥·科斯坦佐,"伊利莎·德尔·吉尼欧,卢多维卡·纳斯提,玛格丽塔·马祖可,盖娅·吉拉切,伊丽莎白·德·帕罗奥",9.3,https://movie.douban.com/subject/28427782/, 美国 / 意大利,剧情, 意大利语 / 那不勒斯语,2018
143,延禧攻略,"惠楷栋,温德光","秦岚,聂远,佘诗曼,吴谨言,许凯",7.2,https://movie.douban.com/subject/26999852/, 中国大陆,"剧情,爱情,古装", 汉语普通话,2018
144,金秘书为何那样,朴俊和,"朴叙俊,朴敏英,李泰焕,姜其永,黄灿盛",8,https://movie.douban.com/subject/30181455/, 韩国,"喜剧,爱情", 韩语,2018
145,大江大河,"孔笙,黄伟","王凯,杨烁,董子健,童瑶,杨立新",8.8,https://movie.douban.com/subject/26797690/, 中国大陆,剧情, 汉语普通话,2018
146,天空之城,赵贤卓,"廉晶雅,李泰兰,尹世雅,吴娜拉,金瑞亨",8.8,https://movie.douban.com/subject/30304087/, 韩国,剧情, 韩语,2018
147,梅尔罗斯,爱德华·贝尔格,"本尼迪克特·康伯巴奇,詹妮弗·杰森·李,塞巴斯蒂安·马尔茨,杰西卡·雷恩,雨果·维文",9,https://movie.douban.com/subject/26985973/, 英国,剧情, 英语,2018
148,天盛长歌,"沈严,刘海波","陈坤,倪妮,赵立新,倪大红,袁弘",8.2,https://movie.douban.com/subject/26761328/, 中国大陆,"剧情,爱情,古装", 汉语普通话,2018
149,我的大叔,金元锡,"李知恩,李善均,高斗心,宋清晨,张基龙",9.4,https://movie.douban.com/subject/27602137/, 韩国,剧情, 韩语,2018
150,西部世界 第二季,"理查德·J·刘易斯,文森佐·纳塔利,丽莎·乔·诺兰,克雷格·卓贝,塔里克·萨利赫,妮可·卡索,乌塔·布里兹维茨,斯蒂芬·威廉姆斯,弗雷德·托耶","埃文·蕾切尔·伍德,坦迪·牛顿,詹姆斯·麦斯登,吉米·辛普森,妲露拉·莱莉",8.9,https://movie.douban.com/subject/26887174/, 美国,"科幻,西部", 英语,2018
151,贴身保镖,"托马斯·文森特,约翰·史翠兰","理查德·麦登,凯莉·霍威,苏菲·兰朵,维森特·富兰克林,阿什·坦顿",8.5,https://movie.douban.com/subject/27163287/, 英国,"剧情,惊悚,犯罪", 英语,2018
152,我们这一天 第三季,"肯·奥林,克里斯·科赫,丽贝卡·爱舍","米洛·文堤米利亚,曼迪·摩尔,斯特林·K·布朗,苏珊·卡莱布·沃森,克丽丝·梅斯",9.5,https://movie.douban.com/subject/26958599/, 美国,"剧情,喜剧,爱情", 英语,2018
153,了不起的麦瑟尔夫人 第二季,埃米·谢尔曼-帕拉迪诺,"瑞秋·布罗斯纳安,迈克尔·泽根,艾利克斯·布诺斯町,托尼·夏尔赫布,玛琳·辛科",8.6,https://movie.douban.com/subject/27016555/, 美国,"剧情,喜剧", 英语,2018
154,如懿传,"汪俊,程源海","周迅,霍建华,张钧甯,李纯,辛芷蕾",7.4,https://movie.douban.com/subject/25812730/, 中国大陆,"剧情,历史,古装", 汉语普通话,2018
155,内在美,宋贤旭,"徐玄振,李民基,李多喜,安宰贤,文知茵",7.8,https://movie.douban.com/subject/30269039/, 韩国,"剧情,爱情", 韩语,2018
156,镇魂,"周远舟,谢毅航","白宇,朱一龙,辛鹏,高雨儿,李砚",6.4,https://movie.douban.com/subject/26979097/,,,,[]
157,我的ID是江南美人,崔成范,"林秀香,车银优,赵宇丽,郭东延,朴成根",7.5,https://movie.douban.com/subject/30232208/, 韩国,"剧情,爱情", 韩语,2018
158,忽而今夏,吕赢,"白宇,卜冠今,吕鹏,张书维,杨玥",8.2,https://movie.douban.com/subject/27041389/, 中国大陆,剧情, 汉语普通话,2018
159,和平饭店,"李骏,白涛","陈数,雷佳音,李光洁,陶慧,张一龙",7.9,https://movie.douban.com/subject/26828285/, 中国大陆,"剧情,悬疑", 汉语普通话,2018
160,行骗天下JP,"田中亮,金井纮","长泽雅美,东出昌大,小日向文世,江口洋介,吉濑美智子",8.4,https://movie.douban.com/subject/27605548/, 日本,"剧情,喜剧", 日语,2018
161,我的天才女友 第一季,萨维里奥·科斯坦佐,"伊利莎·德尔·吉尼欧,卢多维卡·纳斯提,玛格丽塔·马祖可,盖娅·吉拉切,伊丽莎白·德·帕罗奥",9.3,https://movie.douban.com/subject/28427782/, 美国 / 意大利,剧情, 意大利语 / 那不勒斯语,2018
162,延禧攻略,"惠楷栋,温德光","秦岚,聂远,佘诗曼,吴谨言,许凯",7.2,https://movie.douban.com/subject/26999852/, 中国大陆,"剧情,爱情,古装", 汉语普通话,2018
163,金秘书为何那样,朴俊和,"朴叙俊,朴敏英,李泰焕,姜其永,黄灿盛",8,https://movie.douban.com/subject/30181455/, 韩国,"喜剧,爱情", 韩语,2018
164,大江大河,"孔笙,黄伟","王凯,杨烁,董子健,童瑶,杨立新",8.8,https://movie.douban.com/subject/26797690/, 中国大陆,剧情, 汉语普通话,2018
165,天空之城,赵贤卓,"廉晶雅,李泰兰,尹世雅,吴娜拉,金瑞亨",8.8,https://movie.douban.com/subject/30304087/, 韩国,剧情, 韩语,2018
166,梅尔罗斯,爱德华·贝尔格,"本尼迪克特·康伯巴奇,詹妮弗·杰森·李,塞巴斯蒂安·马尔茨,杰西卡·雷恩,雨果·维文",9,https://movie.douban.com/subject/26985973/, 英国,剧情, 英语,2018
167,天盛长歌,"沈严,刘海波","陈坤,倪妮,赵立新,倪大红,袁弘",8.2,https://movie.douban.com/subject/26761328/, 中国大陆,"剧情,爱情,古装", 汉语普通话,2018
168,我的大叔,金元锡,"李知恩,李善均,高斗心,宋清晨,张基龙",9.4,https://movie.douban.com/subject/27602137/, 韩国,剧情, 韩语,2018
169,西部世界 第二季,"理查德·J·刘易斯,文森佐·纳塔利,丽莎·乔·诺兰,克雷格·卓贝,塔里克·萨利赫,妮可·卡索,乌塔·布里兹维茨,斯蒂芬·威廉姆斯,弗雷德·托耶","埃文·蕾切尔·伍德,坦迪·牛顿,詹姆斯·麦斯登,吉米·辛普森,妲露拉·莱莉",8.9,https://movie.douban.com/subject/26887174/, 美国,"科幻,西部", 英语,2018
170,贴身保镖,"托马斯·文森特,约翰·史翠兰","理查德·麦登,凯莉·霍威,苏菲·兰朵,维森特·富兰克林,阿什·坦顿",8.5,https://movie.douban.com/subject/27163287/, 英国,"剧情,惊悚,犯罪", 英语,2018
171,我们这一天 第三季,"肯·奥林,克里斯·科赫,丽贝卡·爱舍","米洛·文堤米利亚,曼迪·摩尔,斯特林·K·布朗,苏珊·卡莱布·沃森,克丽丝·梅斯",9.5,https://movie.douban.com/subject/26958599/, 美国,"剧情,喜剧,爱情", 英语,2018
172,了不起的麦瑟尔夫人 第二季,埃米·谢尔曼-帕拉迪诺,"瑞秋·布罗斯纳安,迈克尔·泽根,艾利克斯·布诺斯町,托尼·夏尔赫布,玛琳·辛科",8.6,https://movie.douban.com/subject/27016555/, 美国,"剧情,喜剧", 英语,2018
173,如懿传,"汪俊,程源海","周迅,霍建华,张钧甯,李纯,辛芷蕾",7.4,https://movie.douban.com/subject/25812730/, 中国大陆,"剧情,历史,古装", 汉语普通话,2018
174,内在美,宋贤旭,"徐玄振,李民基,李多喜,安宰贤,文知茵",7.8,https://movie.douban.com/subject/30269039/, 韩国,"剧情,爱情", 韩语,2018
175,镇魂,"周远舟,谢毅航","白宇,朱一龙,辛鹏,高雨儿,李砚",6.4,https://movie.douban.com/subject/26979097/,,,,[]
176,我的ID是江南美人,崔成范,"林秀香,车银优,赵宇丽,郭东延,朴成根",7.5,https://movie.douban.com/subject/30232208/, 韩国,"剧情,爱情", 韩语,2018
177,忽而今夏,吕赢,"白宇,卜冠今,吕鹏,张书维,杨玥",8.2,https://movie.douban.com/subject/27041389/, 中国大陆,剧情, 汉语普通话,2018
178,和平饭店,"李骏,白涛","陈数,雷佳音,李光洁,陶慧,张一龙",7.9,https://movie.douban.com/subject/26828285/, 中国大陆,"剧情,悬疑", 汉语普通话,2018
179,行骗天下JP,"田中亮,金井纮","长泽雅美,东出昌大,小日向文世,江口洋介,吉濑美智子",8.4,https://movie.douban.com/subject/27605548/, 日本,"剧情,喜剧", 日语,2018
180,我们无法成为野兽,水田伸生,"新垣结衣,松田龙平,田中圭,黑木华,菊地凛子",7.7,https://movie.douban.com/subject/30290917/, 日本,爱情, 日语,2018
181,延禧攻略,"惠楷栋,温德光","秦岚,聂远,佘诗曼,吴谨言,许凯",7.2,https://movie.douban.com/subject/26999852/, 中国大陆,"剧情,爱情,古装", 汉语普通话,2018
182,金秘书为何那样,朴俊和,"朴叙俊,朴敏英,李泰焕,姜其永,黄灿盛",8,https://movie.douban.com/subject/30181455/, 韩国,"喜剧,爱情", 韩语,2018
183,大江大河,"孔笙,黄伟","王凯,杨烁,董子健,童瑶,杨立新",8.8,https://movie.douban.com/subject/26797690/, 中国大陆,剧情, 汉语普通话,2018
184,天空之城,赵贤卓,"廉晶雅,李泰兰,尹世雅,吴娜拉,金瑞亨",8.8,https://movie.douban.com/subject/30304087/, 韩国,剧情, 韩语,2018
185,梅尔罗斯,爱德华·贝尔格,"本尼迪克特·康伯巴奇,詹妮弗·杰森·李,塞巴斯蒂安·马尔茨,杰西卡·雷恩,雨果·维文",9,https://movie.douban.com/subject/26985973/, 英国,剧情, 英语,2018
186,天盛长歌,"沈严,刘海波","陈坤,倪妮,赵立新,倪大红,袁弘",8.2,https://movie.douban.com/subject/26761328/, 中国大陆,"剧情,爱情,古装", 汉语普通话,2018
187,我的大叔,金元锡,"李知恩,李善均,高斗心,宋清晨,张基龙",9.4,https://movie.douban.com/subject/27602137/, 韩国,剧情, 韩语,2018
188,西部世界 第二季,"理查德·J·刘易斯,文森佐·纳塔利,丽莎·乔·诺兰,克雷格·卓贝,塔里克·萨利赫,妮可·卡索,乌塔·布里兹维茨,斯蒂芬·威廉姆斯,弗雷德·托耶","埃文·蕾切尔·伍德,坦迪·牛顿,詹姆斯·麦斯登,吉米·辛普森,妲露拉·莱莉",8.9,https://movie.douban.com/subject/26887174/, 美国,"科幻,西部", 英语,2018
189,贴身保镖,"托马斯·文森特,约翰·史翠兰","理查德·麦登,凯莉·霍威,苏菲·兰朵,维森特·富兰克林,阿什·坦顿",8.5,https://movie.douban.com/subject/27163287/, 英国,"剧情,惊悚,犯罪", 英语,2018
190,我们这一天 第三季,"肯·奥林,克里斯·科赫,丽贝卡·爱舍","米洛·文堤米利亚,曼迪·摩尔,斯特林·K·布朗,苏珊·卡莱布·沃森,克丽丝·梅斯",9.5,https://movie.douban.com/subject/26958599/, 美国,"剧情,喜剧,爱情", 英语,2018
191,了不起的麦瑟尔夫人 第二季,埃米·谢尔曼-帕拉迪诺,"瑞秋·布罗斯纳安,迈克尔·泽根,艾利克斯·布诺斯町,托尼·夏尔赫布,玛琳·辛科",8.6,https://movie.douban.com/subject/27016555/, 美国,"剧情,喜剧", 英语,2018
192,如懿传,"汪俊,程源海","周迅,霍建华,张钧甯,李纯,辛芷蕾",7.4,https://movie.douban.com/subject/25812730/, 中国大陆,"剧情,历史,古装", 汉语普通话,2018
193,内在美,宋贤旭,"徐玄振,李民基,李多喜,安宰贤,文知茵",7.8,https://movie.douban.com/subject/30269039/, 韩国,"剧情,爱情", 韩语,2018
194,镇魂,"周远舟,谢毅航","白宇,朱一龙,辛鹏,高雨儿,李砚",6.4,https://movie.douban.com/subject/26979097/,,,,[]
195,我的ID是江南美人,崔成范,"林秀香,车银优,赵宇丽,郭东延,朴成根",7.5,https://movie.douban.com/subject/30232208/, 韩国,"剧情,爱情", 韩语,2018
196,忽而今夏,吕赢,"白宇,卜冠今,吕鹏,张书维,杨玥",8.2,https://movie.douban.com/subject/27041389/, 中国大陆,剧情, 汉语普通话,2018
197,和平饭店,"李骏,白涛","陈数,雷佳音,李光洁,陶慧,张一龙",7.9,https://movie.douban.com/subject/26828285/, 中国大陆,"剧情,悬疑", 汉语普通话,2018
198,行骗天下JP,"田中亮,金井纮","长泽雅美,东出昌大,小日向文世,江口洋介,吉濑美智子",8.4,https://movie.douban.com/subject/27605548/, 日本,"剧情,喜剧", 日语,2018
199,我们无法成为野兽,水田伸生,"新垣结衣,松田龙平,田中圭,黑木华,菊地凛子",7.7,https://movie.douban.com/subject/30290917/, 日本,爱情, 日语,2018
200,情色小说家,三木康一郎,"竹财辉之助,猪塚健太,七海奈奈,富永勇也,黑崎澪音",8.2,https://movie.douban.com/subject/30271241/, 日本,"剧情,同性", 日语,2018
201,金秘书为何那样,朴俊和,"朴叙俊,朴敏英,李泰焕,姜其永,黄灿盛",8,https://movie.douban.com/subject/30181455/, 韩国,"喜剧,爱情", 韩语,2018
202,大江大河,"孔笙,黄伟","王凯,杨烁,董子健,童瑶,杨立新",8.8,https://movie.douban.com/subject/26797690/, 中国大陆,剧情, 汉语普通话,2018
203,天空之城,赵贤卓,"廉晶雅,李泰兰,尹世雅,吴娜拉,金瑞亨",8.8,https://movie.douban.com/subject/30304087/, 韩国,剧情, 韩语,2018
204,梅尔罗斯,爱德华·贝尔格,"本尼迪克特·康伯巴奇,詹妮弗·杰森·李,塞巴斯蒂安·马尔茨,杰西卡·雷恩,雨果·维文",9,https://movie.douban.com/subject/26985973/, 英国,剧情, 英语,2018
205,天盛长歌,"沈严,刘海波","陈坤,倪妮,赵立新,倪大红,袁弘",8.2,https://movie.douban.com/subject/26761328/, 中国大陆,"剧情,爱情,古装", 汉语普通话,2018
206,我的大叔,金元锡,"李知恩,李善均,高斗心,宋清晨,张基龙",9.4,https://movie.douban.com/subject/27602137/, 韩国,剧情, 韩语,2018
207,西部世界 第二季,"理查德·J·刘易斯,文森佐·纳塔利,丽莎·乔·诺兰,克雷格·卓贝,塔里克·萨利赫,妮可·卡索,乌塔·布里兹维茨,斯蒂芬·威廉姆斯,弗雷德·托耶","埃文·蕾切尔·伍德,坦迪·牛顿,詹姆斯·麦斯登,吉米·辛普森,妲露拉·莱莉",8.9,https://movie.douban.com/subject/26887174/, 美国,"科幻,西部", 英语,2018
208,贴身保镖,"托马斯·文森特,约翰·史翠兰","理查德·麦登,凯莉·霍威,苏菲·兰朵,维森特·富兰克林,阿什·坦顿",8.5,https://movie.douban.com/subject/27163287/, 英国,"剧情,惊悚,犯罪", 英语,2018
209,我们这一天 第三季,"肯·奥林,克里斯·科赫,丽贝卡·爱舍","米洛·文堤米利亚,曼迪·摩尔,斯特林·K·布朗,苏珊·卡莱布·沃森,克丽丝·梅斯",9.5,https://movie.douban.com/subject/26958599/, 美国,"剧情,喜剧,爱情", 英语,2018
210,了不起的麦瑟尔夫人 第二季,埃米·谢尔曼-帕拉迪诺,"瑞秋·布罗斯纳安,迈克尔·泽根,艾利克斯·布诺斯町,托尼·夏尔赫布,玛琳·辛科",8.6,https://movie.douban.com/subject/27016555/, 美国,"剧情,喜剧", 英语,2018
211,如懿传,"汪俊,程源海","周迅,霍建华,张钧甯,李纯,辛芷蕾",7.4,https://movie.douban.com/subject/25812730/, 中国大陆,"剧情,历史,古装", 汉语普通话,2018
212,内在美,宋贤旭,"徐玄振,李民基,李多喜,安宰贤,文知茵",7.8,https://movie.douban.com/subject/30269039/, 韩国,"剧情,爱情", 韩语,2018
213,镇魂,"周远舟,谢毅航","白宇,朱一龙,辛鹏,高雨儿,李砚",6.4,https://movie.douban.com/subject/26979097/,,,,[]
214,我的ID是江南美人,崔成范,"林秀香,车银优,赵宇丽,郭东延,朴成根",7.5,https://movie.douban.com/subject/30232208/, 韩国,"剧情,爱情", 韩语,2018
215,忽而今夏,吕赢,"白宇,卜冠今,吕鹏,张书维,杨玥",8.2,https://movie.douban.com/subject/27041389/, 中国大陆,剧情, 汉语普通话,2018
216,和平饭店,"李骏,白涛","陈数,雷佳音,李光洁,陶慧,张一龙",7.9,https://movie.douban.com/subject/26828285/, 中国大陆,"剧情,悬疑", 汉语普通话,2018
217,行骗天下JP,"田中亮,金井纮","长泽雅美,东出昌大,小日向文世,江口洋介,吉濑美智子",8.4,https://movie.douban.com/subject/27605548/, 日本,"剧情,喜剧", 日语,2018
218,我们无法成为野兽,水田伸生,"新垣结衣,松田龙平,田中圭,黑木华,菊地凛子",7.7,https://movie.douban.com/subject/30290917/, 日本,爱情, 日语,2018
219,情色小说家,三木康一郎,"竹财辉之助,猪塚健太,七海奈奈,富永勇也,黑崎澪音",8.2,https://movie.douban.com/subject/30271241/, 日本,"剧情,同性", 日语,2018
220,实习医生格蕾 第十五季,凯文·麦克基德,"艾伦·旁派,贾斯汀·钱伯斯,钱德拉·威尔森,小詹姆斯·皮肯斯,凯文·麦克基德",9.1,https://movie.douban.com/subject/28086682/, 美国,"剧情,爱情", 英语,2018
221,大江大河,"孔笙,黄伟","王凯,杨烁,董子健,童瑶,杨立新",8.8,https://movie.douban.com/subject/26797690/, 中国大陆,剧情, 汉语普通话,2018
222,天空之城,赵贤卓,"廉晶雅,李泰兰,尹世雅,吴娜拉,金瑞亨",8.8,https://movie.douban.com/subject/30304087/, 韩国,剧情, 韩语,2018
223,梅尔罗斯,爱德华·贝尔格,"本尼迪克特·康伯巴奇,詹妮弗·杰森·李,塞巴斯蒂安·马尔茨,杰西卡·雷恩,雨果·维文",9,https://movie.douban.com/subject/26985973/, 英国,剧情, 英语,2018
224,天盛长歌,"沈严,刘海波","陈坤,倪妮,赵立新,倪大红,袁弘",8.2,https://movie.douban.com/subject/26761328/, 中国大陆,"剧情,爱情,古装", 汉语普通话,2018
225,我的大叔,金元锡,"李知恩,李善均,高斗心,宋清晨,张基龙",9.4,https://movie.douban.com/subject/27602137/, 韩国,剧情, 韩语,2018
226,西部世界 第二季,"理查德·J·刘易斯,文森佐·纳塔利,丽莎·乔·诺兰,克雷格·卓贝,塔里克·萨利赫,妮可·卡索,乌塔·布里兹维茨,斯蒂芬·威廉姆斯,弗雷德·托耶","埃文·蕾切尔·伍德,坦迪·牛顿,詹姆斯·麦斯登,吉米·辛普森,妲露拉·莱莉",8.9,https://movie.douban.com/subject/26887174/, 美国,"科幻,西部", 英语,2018
227,贴身保镖,"托马斯·文森特,约翰·史翠兰","理查德·麦登,凯莉·霍威,苏菲·兰朵,维森特·富兰克林,阿什·坦顿",8.5,https://movie.douban.com/subject/27163287/, 英国,"剧情,惊悚,犯罪", 英语,2018
228,我们这一天 第三季,"肯·奥林,克里斯·科赫,丽贝卡·爱舍","米洛·文堤米利亚,曼迪·摩尔,斯特林·K·布朗,苏珊·卡莱布·沃森,克丽丝·梅斯",9.5,https://movie.douban.com/subject/26958599/, 美国,"剧情,喜剧,爱情", 英语,2018
229,了不起的麦瑟尔夫人 第二季,埃米·谢尔曼-帕拉迪诺,"瑞秋·布罗斯纳安,迈克尔·泽根,艾利克斯·布诺斯町,托尼·夏尔赫布,玛琳·辛科",8.6,https://movie.douban.com/subject/27016555/, 美国,"剧情,喜剧", 英语,2018
230,如懿传,"汪俊,程源海","周迅,霍建华,张钧甯,李纯,辛芷蕾",7.4,https://movie.douban.com/subject/25812730/, 中国大陆,"剧情,历史,古装", 汉语普通话,2018
231,内在美,宋贤旭,"徐玄振,李民基,李多喜,安宰贤,文知茵",7.8,https://movie.douban.com/subject/30269039/, 韩国,"剧情,爱情", 韩语,2018
232,镇魂,"周远舟,谢毅航","白宇,朱一龙,辛鹏,高雨儿,李砚",6.4,https://movie.douban.com/subject/26979097/,,,,[]
233,我的ID是江南美人,崔成范,"林秀香,车银优,赵宇丽,郭东延,朴成根",7.5,https://movie.douban.com/subject/30232208/, 韩国,"剧情,爱情", 韩语,2018
234,忽而今夏,吕赢,"白宇,卜冠今,吕鹏,张书维,杨玥",8.2,https://movie.douban.com/subject/27041389/, 中国大陆,剧情, 汉语普通话,2018
235,和平饭店,"李骏,白涛","陈数,雷佳音,李光洁,陶慧,张一龙",7.9,https://movie.douban.com/subject/26828285/, 中国大陆,"剧情,悬疑", 汉语普通话,2018
236,行骗天下JP,"田中亮,金井纮","长泽雅美,东出昌大,小日向文世,江口洋介,吉濑美智子",8.4,https://movie.douban.com/subject/27605548/, 日本,"剧情,喜剧", 日语,2018
237,我们无法成为野兽,水田伸生,"新垣结衣,松田龙平,田中圭,黑木华,菊地凛子",7.7,https://movie.douban.com/subject/30290917/, 日本,爱情, 日语,2018
238,情色小说家,三木康一郎,"竹财辉之助,猪塚健太,七海奈奈,富永勇也,黑崎澪音",8.2,https://movie.douban.com/subject/30271241/, 日本,"剧情,同性", 日语,2018
239,实习医生格蕾 第十五季,凯文·麦克基德,"艾伦·旁派,贾斯汀·钱伯斯,钱德拉·威尔森,小詹姆斯·皮肯斯,凯文·麦克基德",9.1,https://movie.douban.com/subject/28086682/, 美国,"剧情,爱情", 英语,2018
240,人生删除事务所,"泷本智行,常广丈太","山田孝之,菅田将晖,麻生久美子,桥本爱,野田洋次郎",8.5,https://movie.douban.com/subject/30232260/, 日本,"剧情,犯罪", 日语,2018
241,天空之城,赵贤卓,"廉晶雅,李泰兰,尹世雅,吴娜拉,金瑞亨",8.8,https://movie.douban.com/subject/30304087/, 韩国,剧情, 韩语,2018
242,梅尔罗斯,爱德华·贝尔格,"本尼迪克特·康伯巴奇,詹妮弗·杰森·李,塞巴斯蒂安·马尔茨,杰西卡·雷恩,雨果·维文",9,https://movie.douban.com/subject/26985973/, 英国,剧情, 英语,2018
243,天盛长歌,"沈严,刘海波","陈坤,倪妮,赵立新,倪大红,袁弘",8.2,https://movie.douban.com/subject/26761328/, 中国大陆,"剧情,爱情,古装", 汉语普通话,2018
244,我的大叔,金元锡,"李知恩,李善均,高斗心,宋清晨,张基龙",9.4,https://movie.douban.com/subject/27602137/, 韩国,剧情, 韩语,2018
245,西部世界 第二季,"理查德·J·刘易斯,文森佐·纳塔利,丽莎·乔·诺兰,克雷格·卓贝,塔里克·萨利赫,妮可·卡索,乌塔·布里兹维茨,斯蒂芬·威廉姆斯,弗雷德·托耶","埃文·蕾切尔·伍德,坦迪·牛顿,詹姆斯·麦斯登,吉米·辛普森,妲露拉·莱莉",8.9,https://movie.douban.com/subject/26887174/, 美国,"科幻,西部", 英语,2018
246,贴身保镖,"托马斯·文森特,约翰·史翠兰","理查德·麦登,凯莉·霍威,苏菲·兰朵,维森特·富兰克林,阿什·坦顿",8.5,https://movie.douban.com/subject/27163287/, 英国,"剧情,惊悚,犯罪", 英语,2018
247,我们这一天 第三季,"肯·奥林,克里斯·科赫,丽贝卡·爱舍","米洛·文堤米利亚,曼迪·摩尔,斯特林·K·布朗,苏珊·卡莱布·沃森,克丽丝·梅斯",9.5,https://movie.douban.com/subject/26958599/, 美国,"剧情,喜剧,爱情", 英语,2018
248,了不起的麦瑟尔夫人 第二季,埃米·谢尔曼-帕拉迪诺,"瑞秋·布罗斯纳安,迈克尔·泽根,艾利克斯·布诺斯町,托尼·夏尔赫布,玛琳·辛科",8.6,https://movie.douban.com/subject/27016555/, 美国,"剧情,喜剧", 英语,2018
249,如懿传,"汪俊,程源海","周迅,霍建华,张钧甯,李纯,辛芷蕾",7.4,https://movie.douban.com/subject/25812730/, 中国大陆,"剧情,历史,古装", 汉语普通话,2018
250,内在美,宋贤旭,"徐玄振,李民基,李多喜,安宰贤,文知茵",7.8,https://movie.douban.com/subject/30269039/, 韩国,"剧情,爱情", 韩语,2018
251,镇魂,"周远舟,谢毅航","白宇,朱一龙,辛鹏,高雨儿,李砚",6.4,https://movie.douban.com/subject/26979097/,,,,[]
252,我的ID是江南美人,崔成范,"林秀香,车银优,赵宇丽,郭东延,朴成根",7.5,https://movie.douban.com/subject/30232208/, 韩国,"剧情,爱情", 韩语,2018
253,忽而今夏,吕赢,"白宇,卜冠今,吕鹏,张书维,杨玥",8.2,https://movie.douban.com/subject/27041389/, 中国大陆,剧情, 汉语普通话,2018
254,和平饭店,"李骏,白涛","陈数,雷佳音,李光洁,陶慧,张一龙",7.9,https://movie.douban.com/subject/26828285/, 中国大陆,"剧情,悬疑", 汉语普通话,2018
255,行骗天下JP,"田中亮,金井纮","长泽雅美,东出昌大,小日向文世,江口洋介,吉濑美智子",8.4,https://movie.douban.com/subject/27605548/, 日本,"剧情,喜剧", 日语,2018
256,我们无法成为野兽,水田伸生,"新垣结衣,松田龙平,田中圭,黑木华,菊地凛子",7.7,https://movie.douban.com/subject/30290917/, 日本,爱情, 日语,2018
257,情色小说家,三木康一郎,"竹财辉之助,猪塚健太,七海奈奈,富永勇也,黑崎澪音",8.2,https://movie.douban.com/subject/30271241/, 日本,"剧情,同性", 日语,2018
258,实习医生格蕾 第十五季,凯文·麦克基德,"艾伦·旁派,贾斯汀·钱伯斯,钱德拉·威尔森,小詹姆斯·皮肯斯,凯文·麦克基德",9.1,https://movie.douban.com/subject/28086682/, 美国,"剧情,爱情", 英语,2018
259,人生删除事务所,"泷本智行,常广丈太","山田孝之,菅田将晖,麻生久美子,桥本爱,野田洋次郎",8.5,https://movie.douban.com/subject/30232260/, 日本,"剧情,犯罪", 日语,2018
260,经常请吃饭的漂亮姐姐,安畔锡,"孙艺珍,丁海寅,李珠英,吴龙,魏河俊",7.7,https://movie.douban.com/subject/27663984/, 韩国,"剧情,爱情", 韩语,2018
261,梅尔罗斯,爱德华·贝尔格,"本尼迪克特·康伯巴奇,詹妮弗·杰森·李,塞巴斯蒂安·马尔茨,杰西卡·雷恩,雨果·维文",9,https://movie.douban.com/subject/26985973/, 英国,剧情, 英语,2018
262,天盛长歌,"沈严,刘海波","陈坤,倪妮,赵立新,倪大红,袁弘",8.2,https://movie.douban.com/subject/26761328/, 中国大陆,"剧情,爱情,古装", 汉语普通话,2018
263,我的大叔,金元锡,"李知恩,李善均,高斗心,宋清晨,张基龙",9.4,https://movie.douban.com/subject/27602137/, 韩国,剧情, 韩语,2018
