index,drama_title,drama_directors,drama_casts,drama_rate, drama_url,drama_country,drama_language_list,drama_time
185,粉雄救兵 第二季,,"安东尼·波罗夫斯基,鲍比·伯克,卡拉莫·布朗,乔纳森·凡·奈斯,谭·法郎士",9.4,https://movie.douban.com/subject/30180156/, 美国, 英语,2018
186,非正式会谈 第3.5季,"万龙华,马骁,陶瑶,赵琛,宋晓莉,古雪颖","大左,杨迪,陈铭,贝乐泰,功必扬",8.5,https://movie.douban.com/subject/27602135/, 中国大陆, 汉语普通话,2017
187,我家那小子 第一季,陈歆宇,"陈学冬,钱枫,武艺,朱雨辰,徐海乔",6.7,https://movie.douban.com/subject/30259902/, 中国大陆, 汉语普通话,2018
188,拜托了冰箱 第四季,胡悦,"何炅,王嘉尔,黄磊,张杰,马天宇",6.9,https://movie.douban.com/subject/30204135/, 中国大陆, 汉语普通话,2018
189,花样青春：WINNER篇,罗英石,"姜昇润,宋旻浩,李昇勋,金秦禹,罗英石",9.1,https://movie.douban.com/subject/27168792/, 韩国, 韩语,2017
190,晓说2018,,"高晓松,徐克,吴宇森,冯小刚,樊建川",8.6,https://movie.douban.com/subject/30129066/, 中国大陆, 汉语普通话 / 英语 / 粤语,2018
191,歌手2018,"洪涛,洪啸","汪峰,张韶涵,洁茜J ,李圣杰,周延",6.6,https://movie.douban.com/subject/27180851/, 中国大陆, 汉语普通话,2018
192,街头美食斗士,朴熙妍,白钟元,9.3,https://movie.douban.com/subject/30207995/, 韩国, 韩语,2018
193,了不起的挑战,陈涤,"撒贝宁,华少,乐嘉,阮经天,沙溢",8.8,https://movie.douban.com/subject/26347994/, 中国大陆 / 韩国, 汉语普通话,2015
194,我们的师父,孔晓一,"于晓光,大张伟,刘宇宁,董思成,牛犇",6.5,https://movie.douban.com/subject/30464904/, 中国大陆, 汉语普通话,2019
195,PRODUCE 48,安俊英,"李昇基,李弘基,金恩英,姜智贤,姜丹尼尔",6.4,https://movie.douban.com/subject/27608490/, 韩国, 韩语,2018
196,中餐厅 第一季,王恬,"赵薇,黄晓明,周冬雨,张亮,靳梦佳",6.2,https://movie.douban.com/subject/27079327/, 中国大陆, 汉语普通话,2017
197,十三邀 第三季,,"许知远,张艺谋,李宇春",8.6,https://movie.douban.com/subject/30284874/, 中国大陆, 汉语普通话,2018
198,真正男子汉 第一季,"梁书源,罗煦明,刘庆荣","王宝强,郭晓东,张丰毅,袁弘,刘昊然",8.4,https://movie.douban.com/subject/26261192/, 中国大陆, 汉语普通话,2015
199,奇葩说 第二季,牟頔,"马东,蔡康永,金星,樊野,寇乃馨",8.5,https://movie.douban.com/subject/26323567/,,,[]
200,奇葩大会 第一季,梁怡,"马东,何炅,高晓松,蔡康永,马薇薇",7.7,https://movie.douban.com/subject/26912438/, 中国大陆, 汉语普通话,2017
