index,drama_title,drama_directors,drama_casts,drama_rate, drama_url,drama_country,drama_language_list,drama_time
163,辉夜大小姐想让我告白 ~天才们的恋爱头脑战~,畠山守,"古贺葵,古川慎,小原好美,铃木崚汰,花守由美里",9.0,https://movie.douban.com/subject/30241099/, 日本, 日语,2019
164,我的英雄学院 第1季,长崎健司,"山下大辉,三宅健太,冈本信彦,石川界人,佐仓绫音",8.9,https://movie.douban.com/subject/26653375/, 日本, 日语,2016
165,我的英雄学院 第3季,长崎健司,"山下大辉,三宅健太,冈本信彦,佐仓绫音,石川界人",9.3,https://movie.douban.com/subject/27160633/, 日本, 日语,2018
166,我们仍未知道那天所看见的花的名字,长井龙雪,"入野自由,茅野爱衣,户松遥,樱井孝宏,早见沙织",8.7,https://movie.douban.com/subject/5397537/, 日本, 日语,2011
167,约定的梦幻岛,神户守,"诸星堇,伊濑茉莉也,内田真礼,甲斐田裕子,藤田奈央",9.3,https://movie.douban.com/subject/30206430/, 日本, 日语,2019
168,魔道祖师,熊可,"阿杰,边江,郭浩然,刘三木,苏尚卿",8.9,https://movie.douban.com/subject/27015848/, 中国大陆, 汉语普通话,2018
169,强风吹拂,野村和也,"大冢刚央,丰永利行,榎木淳弥,上村祐翔,内山昂辉",9.6,https://movie.douban.com/subject/30238385/, 日本, 日语,2018
170,一人之下 第一季,"李豪凌,王昕","田丸笃志,饭田友子,早见沙织,野岛健儿,立花慎之介",8.7,https://movie.douban.com/subject/26815153/, 中国大陆 / 日本, 日语 / 汉语普通话,2016
171,我的英雄学院 第2季,长崎健司,"山下大辉,三宅健太,冈本信彦,佐仓绫音,石川界人",9.2,https://movie.douban.com/subject/26827706/, 日本, 日语,2017
172,卡罗尔与星期二,"渡边信一郎,堀元宣","岛袋美由利,市之濑加那,大塚明夫,入野自由,上坂堇",9.4,https://movie.douban.com/subject/30163813/, 日本, 日语,2019
173,齐木楠雄的灾难,樱井弘明,"神谷浩史,小野大辅,岛崎信长,岩田光央,爱河里花子",9.3,https://movie.douban.com/subject/26801048/, 日本, 日语,2016
174,在下坂本，有何贵干？,高松信司,"绿川光,石田彰,杉田智和,武内健,堀江由衣",8.2,https://movie.douban.com/subject/26708698/, 日本, 日语,2016
175,轻松小熊和小薰,小林雅仁,"多部未华子,松本惣己,山田孝之,金泽舞",9.2,https://movie.douban.com/subject/27176022/, 日本, 日语,2019
176,一人之下 第二季,王昕,"曹云图,小连杀,彭尧,宝木中阳,阿杰",9.2,https://movie.douban.com/subject/27034748/, 中国大陆, 汉语普通话,2017
177,野良神,田村耕太郎,"神谷浩史,内田真礼,梶裕贵,石川界人,钉宫理惠",8.4,https://movie.douban.com/subject/24752306/, 日本, 日语,2014
178,四月是你的谎言,石黑恭平,"花江夏树,种田梨沙,佐仓绫音,逢坂良太,早见沙织",8.9,https://movie.douban.com/subject/25851655/, 日本, 日语,2014
179,刺客伍六七,何伟锋,"何伟锋,姜广涛,段艺璇,刘小倩,段艺璇",8.9,https://movie.douban.com/subject/27624762/, 中国大陆, 汉语普通话,2018
180,狐妖小红娘剧场版：竹业篇,王昕,"阿杰,李诗萌,谷江山,赵小爽",9.2,https://movie.douban.com/subject/30255232/, 中国大陆, 汉语普通话,2019
181,瑞克和莫蒂 第二季,"韦斯利·阿彻,皮特·米歇尔斯","贾斯汀·罗兰,克里斯·帕内尔,斯宾瑟·格拉默,萨拉·乔克,科甘-迈克尔·凯",9.8,https://movie.douban.com/subject/25865470/, 美国, 英语,2015
182,辉夜大小姐想让我告白 ~天才们的恋爱头脑战~,畠山守,"古贺葵,古川慎,小原好美,铃木崚汰,花守由美里",9.0,https://movie.douban.com/subject/30241099/, 日本, 日语,2019
183,我的英雄学院 第1季,长崎健司,"山下大辉,三宅健太,冈本信彦,石川界人,佐仓绫音",8.9,https://movie.douban.com/subject/26653375/, 日本, 日语,2016
184,我的英雄学院 第3季,长崎健司,"山下大辉,三宅健太,冈本信彦,佐仓绫音,石川界人",9.3,https://movie.douban.com/subject/27160633/, 日本, 日语,2018
185,我们仍未知道那天所看见的花的名字,长井龙雪,"入野自由,茅野爱衣,户松遥,樱井孝宏,早见沙织",8.7,https://movie.douban.com/subject/5397537/, 日本, 日语,2011
186,约定的梦幻岛,神户守,"诸星堇,伊濑茉莉也,内田真礼,甲斐田裕子,藤田奈央",9.3,https://movie.douban.com/subject/30206430/, 日本, 日语,2019
187,魔道祖师,熊可,"阿杰,边江,郭浩然,刘三木,苏尚卿",8.9,https://movie.douban.com/subject/27015848/, 中国大陆, 汉语普通话,2018
188,强风吹拂,野村和也,"大冢刚央,丰永利行,榎木淳弥,上村祐翔,内山昂辉",9.6,https://movie.douban.com/subject/30238385/, 日本, 日语,2018
189,一人之下 第一季,"李豪凌,王昕","田丸笃志,饭田友子,早见沙织,野岛健儿,立花慎之介",8.7,https://movie.douban.com/subject/26815153/, 中国大陆 / 日本, 日语 / 汉语普通话,2016
190,我的英雄学院 第2季,长崎健司,"山下大辉,三宅健太,冈本信彦,佐仓绫音,石川界人",9.2,https://movie.douban.com/subject/26827706/, 日本, 日语,2017
191,卡罗尔与星期二,"渡边信一郎,堀元宣","岛袋美由利,市之濑加那,大塚明夫,入野自由,上坂堇",9.4,https://movie.douban.com/subject/30163813/, 日本, 日语,2019
192,齐木楠雄的灾难,樱井弘明,"神谷浩史,小野大辅,岛崎信长,岩田光央,爱河里花子",9.3,https://movie.douban.com/subject/26801048/, 日本, 日语,2016
193,在下坂本，有何贵干？,高松信司,"绿川光,石田彰,杉田智和,武内健,堀江由衣",8.2,https://movie.douban.com/subject/26708698/, 日本, 日语,2016
194,轻松小熊和小薰,小林雅仁,"多部未华子,松本惣己,山田孝之,金泽舞",9.2,https://movie.douban.com/subject/27176022/, 日本, 日语,2019
195,一人之下 第二季,王昕,"曹云图,小连杀,彭尧,宝木中阳,阿杰",9.2,https://movie.douban.com/subject/27034748/, 中国大陆, 汉语普通话,2017
196,野良神,田村耕太郎,"神谷浩史,内田真礼,梶裕贵,石川界人,钉宫理惠",8.4,https://movie.douban.com/subject/24752306/, 日本, 日语,2014
197,四月是你的谎言,石黑恭平,"花江夏树,种田梨沙,佐仓绫音,逢坂良太,早见沙织",8.9,https://movie.douban.com/subject/25851655/, 日本, 日语,2014
198,刺客伍六七,何伟锋,"何伟锋,姜广涛,段艺璇,刘小倩,段艺璇",8.9,https://movie.douban.com/subject/27624762/, 中国大陆, 汉语普通话,2018
199,狐妖小红娘剧场版：竹业篇,王昕,"阿杰,李诗萌,谷江山,赵小爽",9.2,https://movie.douban.com/subject/30255232/, 中国大陆, 汉语普通话,2019
200,请吃红小豆吧！第二季,林春柳,"林佩妍,朱芷仪,邓泽辉,林春柳",9.0,https://movie.douban.com/subject/30409718/, 中国大陆, 汉语普通话,2019
201,辉夜大小姐想让我告白 ~天才们的恋爱头脑战~,畠山守,"古贺葵,古川慎,小原好美,铃木崚汰,花守由美里",9.0,https://movie.douban.com/subject/30241099/, 日本, 日语,2019
202,我的英雄学院 第1季,长崎健司,"山下大辉,三宅健太,冈本信彦,石川界人,佐仓绫音",8.9,https://movie.douban.com/subject/26653375/, 日本, 日语,2016
203,我的英雄学院 第3季,长崎健司,"山下大辉,三宅健太,冈本信彦,佐仓绫音,石川界人",9.3,https://movie.douban.com/subject/27160633/, 日本, 日语,2018
204,我们仍未知道那天所看见的花的名字,长井龙雪,"入野自由,茅野爱衣,户松遥,樱井孝宏,早见沙织",8.7,https://movie.douban.com/subject/5397537/, 日本, 日语,2011
205,约定的梦幻岛,神户守,"诸星堇,伊濑茉莉也,内田真礼,甲斐田裕子,藤田奈央",9.3,https://movie.douban.com/subject/30206430/, 日本, 日语,2019
206,魔道祖师,熊可,"阿杰,边江,郭浩然,刘三木,苏尚卿",8.9,https://movie.douban.com/subject/27015848/, 中国大陆, 汉语普通话,2018
207,强风吹拂,野村和也,"大冢刚央,丰永利行,榎木淳弥,上村祐翔,内山昂辉",9.6,https://movie.douban.com/subject/30238385/, 日本, 日语,2018
208,一人之下 第一季,"李豪凌,王昕","田丸笃志,饭田友子,早见沙织,野岛健儿,立花慎之介",8.7,https://movie.douban.com/subject/26815153/, 中国大陆 / 日本, 日语 / 汉语普通话,2016
209,我的英雄学院 第2季,长崎健司,"山下大辉,三宅健太,冈本信彦,佐仓绫音,石川界人",9.2,https://movie.douban.com/subject/26827706/, 日本, 日语,2017
210,卡罗尔与星期二,"渡边信一郎,堀元宣","岛袋美由利,市之濑加那,大塚明夫,入野自由,上坂堇",9.4,https://movie.douban.com/subject/30163813/, 日本, 日语,2019
211,齐木楠雄的灾难,樱井弘明,"神谷浩史,小野大辅,岛崎信长,岩田光央,爱河里花子",9.3,https://movie.douban.com/subject/26801048/, 日本, 日语,2016
212,在下坂本，有何贵干？,高松信司,"绿川光,石田彰,杉田智和,武内健,堀江由衣",8.2,https://movie.douban.com/subject/26708698/, 日本, 日语,2016
213,轻松小熊和小薰,小林雅仁,"多部未华子,松本惣己,山田孝之,金泽舞",9.2,https://movie.douban.com/subject/27176022/, 日本, 日语,2019
214,一人之下 第二季,王昕,"曹云图,小连杀,彭尧,宝木中阳,阿杰",9.2,https://movie.douban.com/subject/27034748/, 中国大陆, 汉语普通话,2017
215,野良神,田村耕太郎,"神谷浩史,内田真礼,梶裕贵,石川界人,钉宫理惠",8.4,https://movie.douban.com/subject/24752306/, 日本, 日语,2014
216,四月是你的谎言,石黑恭平,"花江夏树,种田梨沙,佐仓绫音,逢坂良太,早见沙织",8.9,https://movie.douban.com/subject/25851655/, 日本, 日语,2014
217,刺客伍六七,何伟锋,"何伟锋,姜广涛,段艺璇,刘小倩,段艺璇",8.9,https://movie.douban.com/subject/27624762/, 中国大陆, 汉语普通话,2018
218,狐妖小红娘剧场版：竹业篇,王昕,"阿杰,李诗萌,谷江山,赵小爽",9.2,https://movie.douban.com/subject/30255232/,,,[]
219,请吃红小豆吧！第二季,林春柳,"林佩妍,朱芷仪,邓泽辉,林春柳",9.0,https://movie.douban.com/subject/30409718/,,,[]
220,工作细胞,铃木健一,"花泽香菜,前野智昭,小野大辅,井上喜久子,长绳麻理亚",8.9,https://movie.douban.com/subject/28514091/,,,[]
221,我的英雄学院 第1季,长崎健司,"山下大辉,三宅健太,冈本信彦,石川界人,佐仓绫音",8.9,https://movie.douban.com/subject/26653375/,,,[]
222,我的英雄学院 第3季,长崎健司,"山下大辉,三宅健太,冈本信彦,佐仓绫音,石川界人",9.3,https://movie.douban.com/subject/27160633/,,,[]
223,我们仍未知道那天所看见的花的名字,长井龙雪,"入野自由,茅野爱衣,户松遥,樱井孝宏,早见沙织",8.7,https://movie.douban.com/subject/5397537/,,,[]
224,约定的梦幻岛,神户守,"诸星堇,伊濑茉莉也,内田真礼,甲斐田裕子,藤田奈央",9.3,https://movie.douban.com/subject/30206430/,,,[]
225,魔道祖师,熊可,"阿杰,边江,郭浩然,刘三木,苏尚卿",8.9,https://movie.douban.com/subject/27015848/,,,[]
226,强风吹拂,野村和也,"大冢刚央,丰永利行,榎木淳弥,上村祐翔,内山昂辉",9.6,https://movie.douban.com/subject/30238385/,,,[]
227,一人之下 第一季,"李豪凌,王昕","田丸笃志,饭田友子,早见沙织,野岛健儿,立花慎之介",8.7,https://movie.douban.com/subject/26815153/,,,[]
228,我的英雄学院 第2季,长崎健司,"山下大辉,三宅健太,冈本信彦,佐仓绫音,石川界人",9.2,https://movie.douban.com/subject/26827706/,,,[]
229,卡罗尔与星期二,"渡边信一郎,堀元宣","岛袋美由利,市之濑加那,大塚明夫,入野自由,上坂堇",9.4,https://movie.douban.com/subject/30163813/,,,[]
230,齐木楠雄的灾难,樱井弘明,"神谷浩史,小野大辅,岛崎信长,岩田光央,爱河里花子",9.3,https://movie.douban.com/subject/26801048/,,,[]
231,在下坂本，有何贵干？,高松信司,"绿川光,石田彰,杉田智和,武内健,堀江由衣",8.2,https://movie.douban.com/subject/26708698/,,,[]
232,轻松小熊和小薰,小林雅仁,"多部未华子,松本惣己,山田孝之,金泽舞",9.2,https://movie.douban.com/subject/27176022/,,,[]
233,一人之下 第二季,王昕,"曹云图,小连杀,彭尧,宝木中阳,阿杰",9.2,https://movie.douban.com/subject/27034748/,,,[]
234,野良神,田村耕太郎,"神谷浩史,内田真礼,梶裕贵,石川界人,钉宫理惠",8.4,https://movie.douban.com/subject/24752306/,,,[]
235,四月是你的谎言,石黑恭平,"花江夏树,种田梨沙,佐仓绫音,逢坂良太,早见沙织",8.9,https://movie.douban.com/subject/25851655/,,,[]
236,刺客伍六七,何伟锋,"何伟锋,姜广涛,段艺璇,刘小倩,段艺璇",8.9,https://movie.douban.com/subject/27624762/,,,[]
237,狐妖小红娘剧场版：竹业篇,王昕,"阿杰,李诗萌,谷江山,赵小爽",9.2,https://movie.douban.com/subject/30255232/,,,[]
238,请吃红小豆吧！第二季,林春柳,"林佩妍,朱芷仪,邓泽辉,林春柳",9.0,https://movie.douban.com/subject/30409718/,,,[]
239,工作细胞,铃木健一,"花泽香菜,前野智昭,小野大辅,井上喜久子,长绳麻理亚",8.9,https://movie.douban.com/subject/28514091/,,,[]
240,月刊少女野崎君,山崎光惠,"中村悠一,冈本信彦,小野友树,中原麻衣,川澄绫子",9.2,https://movie.douban.com/subject/25850705/,,,[]
241,我的英雄学院 第3季,长崎健司,"山下大辉,三宅健太,冈本信彦,佐仓绫音,石川界人",9.3,https://movie.douban.com/subject/27160633/,,,[]
242,我们仍未知道那天所看见的花的名字,长井龙雪,"入野自由,茅野爱衣,户松遥,樱井孝宏,早见沙织",8.7,https://movie.douban.com/subject/5397537/,,,[]
243,约定的梦幻岛,神户守,"诸星堇,伊濑茉莉也,内田真礼,甲斐田裕子,藤田奈央",9.3,https://movie.douban.com/subject/30206430/,,,[]
244,魔道祖师,熊可,"阿杰,边江,郭浩然,刘三木,苏尚卿",8.9,https://movie.douban.com/subject/27015848/,,,[]
245,强风吹拂,野村和也,"大冢刚央,丰永利行,榎木淳弥,上村祐翔,内山昂辉",9.6,https://movie.douban.com/subject/30238385/,,,[]
246,一人之下 第一季,"李豪凌,王昕","田丸笃志,饭田友子,早见沙织,野岛健儿,立花慎之介",8.7,https://movie.douban.com/subject/26815153/,,,[]
247,我的英雄学院 第2季,长崎健司,"山下大辉,三宅健太,冈本信彦,佐仓绫音,石川界人",9.2,https://movie.douban.com/subject/26827706/,,,[]
248,卡罗尔与星期二,"渡边信一郎,堀元宣","岛袋美由利,市之濑加那,大塚明夫,入野自由,上坂堇",9.4,https://movie.douban.com/subject/30163813/,,,[]
249,齐木楠雄的灾难,樱井弘明,"神谷浩史,小野大辅,岛崎信长,岩田光央,爱河里花子",9.3,https://movie.douban.com/subject/26801048/,,,[]
250,在下坂本，有何贵干？,高松信司,"绿川光,石田彰,杉田智和,武内健,堀江由衣",8.2,https://movie.douban.com/subject/26708698/,,,[]
251,轻松小熊和小薰,小林雅仁,"多部未华子,松本惣己,山田孝之,金泽舞",9.2,https://movie.douban.com/subject/27176022/,,,[]
252,一人之下 第二季,王昕,"曹云图,小连杀,彭尧,宝木中阳,阿杰",9.2,https://movie.douban.com/subject/27034748/,,,[]
253,野良神,田村耕太郎,"神谷浩史,内田真礼,梶裕贵,石川界人,钉宫理惠",8.4,https://movie.douban.com/subject/24752306/,,,[]
254,四月是你的谎言,石黑恭平,"花江夏树,种田梨沙,佐仓绫音,逢坂良太,早见沙织",8.9,https://movie.douban.com/subject/25851655/,,,[]
255,刺客伍六七,何伟锋,"何伟锋,姜广涛,段艺璇,刘小倩,段艺璇",8.9,https://movie.douban.com/subject/27624762/,,,[]
256,狐妖小红娘剧场版：竹业篇,王昕,"阿杰,李诗萌,谷江山,赵小爽",9.2,https://movie.douban.com/subject/30255232/,,,[]
257,请吃红小豆吧！第二季,林春柳,"林佩妍,朱芷仪,邓泽辉,林春柳",9.0,https://movie.douban.com/subject/30409718/,,,[]
258,工作细胞,铃木健一,"花泽香菜,前野智昭,小野大辅,井上喜久子,长绳麻理亚",8.9,https://movie.douban.com/subject/28514091/,,,[]
259,月刊少女野崎君,山崎光惠,"中村悠一,冈本信彦,小野友树,中原麻衣,川澄绫子",9.2,https://movie.douban.com/subject/25850705/,,,[]
260,全职高手 第一季,熊可,"阿杰,叶清,佟心竹,乔诗语,季冠霖",8.2,https://movie.douban.com/subject/26859991/,,,[]
261,我们仍未知道那天所看见的花的名字,长井龙雪,"入野自由,茅野爱衣,户松遥,樱井孝宏,早见沙织",8.7,https://movie.douban.com/subject/5397537/,,,[]
262,约定的梦幻岛,神户守,"诸星堇,伊濑茉莉也,内田真礼,甲斐田裕子,藤田奈央",9.3,https://movie.douban.com/subject/30206430/,,,[]
263,魔道祖师,熊可,"阿杰,边江,郭浩然,刘三木,苏尚卿",8.9,https://movie.douban.com/subject/27015848/,,,[]
264,强风吹拂,野村和也,"大冢刚央,丰永利行,榎木淳弥,上村祐翔,内山昂辉",9.6,https://movie.douban.com/subject/30238385/,,,[]
265,一人之下 第一季,"李豪凌,王昕","田丸笃志,饭田友子,早见沙织,野岛健儿,立花慎之介",8.7,https://movie.douban.com/subject/26815153/,,,[]
266,我的英雄学院 第2季,长崎健司,"山下大辉,三宅健太,冈本信彦,佐仓绫音,石川界人",9.2,https://movie.douban.com/subject/26827706/,,,[]
267,卡罗尔与星期二,"渡边信一郎,堀元宣","岛袋美由利,市之濑加那,大塚明夫,入野自由,上坂堇",9.4,https://movie.douban.com/subject/30163813/,,,[]
268,齐木楠雄的灾难,樱井弘明,"神谷浩史,小野大辅,岛崎信长,岩田光央,爱河里花子",9.3,https://movie.douban.com/subject/26801048/,,,[]
269,在下坂本，有何贵干？,高松信司,"绿川光,石田彰,杉田智和,武内健,堀江由衣",8.2,https://movie.douban.com/subject/26708698/,,,[]
270,轻松小熊和小薰,小林雅仁,"多部未华子,松本惣己,山田孝之,金泽舞",9.2,https://movie.douban.com/subject/27176022/,,,[]
271,一人之下 第二季,王昕,"曹云图,小连杀,彭尧,宝木中阳,阿杰",9.2,https://movie.douban.com/subject/27034748/,,,[]
272,野良神,田村耕太郎,"神谷浩史,内田真礼,梶裕贵,石川界人,钉宫理惠",8.4,https://movie.douban.com/subject/24752306/,,,[]
273,四月是你的谎言,石黑恭平,"花江夏树,种田梨沙,佐仓绫音,逢坂良太,早见沙织",8.9,https://movie.douban.com/subject/25851655/,,,[]
274,刺客伍六七,何伟锋,"何伟锋,姜广涛,段艺璇,刘小倩,段艺璇",8.9,https://movie.douban.com/subject/27624762/,,,[]
275,狐妖小红娘剧场版：竹业篇,王昕,"阿杰,李诗萌,谷江山,赵小爽",9.2,https://movie.douban.com/subject/30255232/,,,[]
276,请吃红小豆吧！第二季,林春柳,"林佩妍,朱芷仪,邓泽辉,林春柳",9.0,https://movie.douban.com/subject/30409718/,,,[]
277,工作细胞,铃木健一,"花泽香菜,前野智昭,小野大辅,井上喜久子,长绳麻理亚",8.9,https://movie.douban.com/subject/28514091/,,,[]
278,月刊少女野崎君,山崎光惠,"中村悠一,冈本信彦,小野友树,中原麻衣,川澄绫子",9.2,https://movie.douban.com/subject/25850705/,,,[]
279,全职高手 第一季,熊可,"阿杰,叶清,佟心竹,乔诗语,季冠霖",8.2,https://movie.douban.com/subject/26859991/,,,[]
280,齐木楠雄的灾难 第二季,樱井弘明,"神谷浩史,小野大辅,岛崎信长,日野聪,花江夏树",9.3,https://movie.douban.com/subject/26946411/,,,[]
281,约定的梦幻岛,神户守,"诸星堇,伊濑茉莉也,内田真礼,甲斐田裕子,藤田奈央",9.3,https://movie.douban.com/subject/30206430/,,,[]
282,魔道祖师,熊可,"阿杰,边江,郭浩然,刘三木,苏尚卿",8.9,https://movie.douban.com/subject/27015848/,,,[]
283,强风吹拂,野村和也,"大冢刚央,丰永利行,榎木淳弥,上村祐翔,内山昂辉",9.6,https://movie.douban.com/subject/30238385/,,,[]
284,一人之下 第一季,"李豪凌,王昕","田丸笃志,饭田友子,早见沙织,野岛健儿,立花慎之介",8.7,https://movie.douban.com/subject/26815153/,,,[]
285,我的英雄学院 第2季,长崎健司,"山下大辉,三宅健太,冈本信彦,佐仓绫音,石川界人",9.2,https://movie.douban.com/subject/26827706/,,,[]
286,卡罗尔与星期二,"渡边信一郎,堀元宣","岛袋美由利,市之濑加那,大塚明夫,入野自由,上坂堇",9.4,https://movie.douban.com/subject/30163813/,,,[]
287,齐木楠雄的灾难,樱井弘明,"神谷浩史,小野大辅,岛崎信长,岩田光央,爱河里花子",9.3,https://movie.douban.com/subject/26801048/,,,[]
288,在下坂本，有何贵干？,高松信司,"绿川光,石田彰,杉田智和,武内健,堀江由衣",8.2,https://movie.douban.com/subject/26708698/,,,[]
289,轻松小熊和小薰,小林雅仁,"多部未华子,松本惣己,山田孝之,金泽舞",9.2,https://movie.douban.com/subject/27176022/,,,[]
290,一人之下 第二季,王昕,"曹云图,小连杀,彭尧,宝木中阳,阿杰",9.2,https://movie.douban.com/subject/27034748/,,,[]
291,野良神,田村耕太郎,"神谷浩史,内田真礼,梶裕贵,石川界人,钉宫理惠",8.4,https://movie.douban.com/subject/24752306/,,,[]
292,四月是你的谎言,石黑恭平,"花江夏树,种田梨沙,佐仓绫音,逢坂良太,早见沙织",8.9,https://movie.douban.com/subject/25851655/,,,[]
293,刺客伍六七,何伟锋,"何伟锋,姜广涛,段艺璇,刘小倩,段艺璇",8.9,https://movie.douban.com/subject/27624762/,,,[]
294,狐妖小红娘剧场版：竹业篇,王昕,"阿杰,李诗萌,谷江山,赵小爽",9.2,https://movie.douban.com/subject/30255232/,,,[]
295,请吃红小豆吧！第二季,林春柳,"林佩妍,朱芷仪,邓泽辉,林春柳",9.0,https://movie.douban.com/subject/30409718/,,,[]
296,工作细胞,铃木健一,"花泽香菜,前野智昭,小野大辅,井上喜久子,长绳麻理亚",8.9,https://movie.douban.com/subject/28514091/,,,[]
297,月刊少女野崎君,山崎光惠,"中村悠一,冈本信彦,小野友树,中原麻衣,川澄绫子",9.2,https://movie.douban.com/subject/25850705/,,,[]
298,全职高手 第一季,熊可,"阿杰,叶清,佟心竹,乔诗语,季冠霖",8.2,https://movie.douban.com/subject/26859991/,,,[]
299,齐木楠雄的灾难 第二季,樱井弘明,"神谷浩史,小野大辅,岛崎信长,日野聪,花江夏树",9.3,https://movie.douban.com/subject/26946411/,,,[]
300,元气少女缘结神,大地丙太郎,"立花慎之介,岸尾大辅,佐藤聪美,石田彰,冈本信彦",8.5,https://movie.douban.com/subject/10877415/,,,[]
301,魔道祖师,熊可,"阿杰,边江,郭浩然,刘三木,苏尚卿",8.9,https://movie.douban.com/subject/27015848/,,,[]
302,强风吹拂,野村和也,"大冢刚央,丰永利行,榎木淳弥,上村祐翔,内山昂辉",9.6,https://movie.douban.com/subject/30238385/,,,[]
303,一人之下 第一季,"李豪凌,王昕","田丸笃志,饭田友子,早见沙织,野岛健儿,立花慎之介",8.7,https://movie.douban.com/subject/26815153/,,,[]
304,我的英雄学院 第2季,长崎健司,"山下大辉,三宅健太,冈本信彦,佐仓绫音,石川界人",9.2,https://movie.douban.com/subject/26827706/,,,[]
305,卡罗尔与星期二,"渡边信一郎,堀元宣","岛袋美由利,市之濑加那,大塚明夫,入野自由,上坂堇",9.4,https://movie.douban.com/subject/30163813/,,,[]
306,齐木楠雄的灾难,樱井弘明,"神谷浩史,小野大辅,岛崎信长,岩田光央,爱河里花子",9.3,https://movie.douban.com/subject/26801048/,,,[]
307,在下坂本，有何贵干？,高松信司,"绿川光,石田彰,杉田智和,武内健,堀江由衣",8.2,https://movie.douban.com/subject/26708698/,,,[]
308,轻松小熊和小薰,小林雅仁,"多部未华子,松本惣己,山田孝之,金泽舞",9.2,https://movie.douban.com/subject/27176022/,,,[]
309,一人之下 第二季,王昕,"曹云图,小连杀,彭尧,宝木中阳,阿杰",9.2,https://movie.douban.com/subject/27034748/,,,[]
310,野良神,田村耕太郎,"神谷浩史,内田真礼,梶裕贵,石川界人,钉宫理惠",8.4,https://movie.douban.com/subject/24752306/,,,[]
311,四月是你的谎言,石黑恭平,"花江夏树,种田梨沙,佐仓绫音,逢坂良太,早见沙织",8.9,https://movie.douban.com/subject/25851655/,,,[]
312,刺客伍六七,何伟锋,"何伟锋,姜广涛,段艺璇,刘小倩,段艺璇",8.9,https://movie.douban.com/subject/27624762/,,,[]
313,狐妖小红娘剧场版：竹业篇,王昕,"阿杰,李诗萌,谷江山,赵小爽",9.2,https://movie.douban.com/subject/30255232/,,,[]
314,请吃红小豆吧！第二季,林春柳,"林佩妍,朱芷仪,邓泽辉,林春柳",9.0,https://movie.douban.com/subject/30409718/,,,[]
315,工作细胞,铃木健一,"花泽香菜,前野智昭,小野大辅,井上喜久子,长绳麻理亚",8.9,https://movie.douban.com/subject/28514091/,,,[]
316,月刊少女野崎君,山崎光惠,"中村悠一,冈本信彦,小野友树,中原麻衣,川澄绫子",9.2,https://movie.douban.com/subject/25850705/,,,[]
317,全职高手 第一季,熊可,"阿杰,叶清,佟心竹,乔诗语,季冠霖",8.2,https://movie.douban.com/subject/26859991/,,,[]
318,齐木楠雄的灾难 第二季,樱井弘明,"神谷浩史,小野大辅,岛崎信长,日野聪,花江夏树",9.3,https://movie.douban.com/subject/26946411/,,,[]
319,元气少女缘结神,大地丙太郎,"立花慎之介,岸尾大辅,佐藤聪美,石田彰,冈本信彦",8.5,https://movie.douban.com/subject/10877415/,,,[]
320,刀剑神域,伊藤智彦,"松冈祯丞,户松遥,竹达彩奈,伊藤加奈惠,日高里菜",8.0,https://movie.douban.com/subject/6869376/,,,[]
321,强风吹拂,野村和也,"大冢刚央,丰永利行,榎木淳弥,上村祐翔,内山昂辉",9.6,https://movie.douban.com/subject/30238385/,,,[]
322,一人之下 第一季,"李豪凌,王昕","田丸笃志,饭田友子,早见沙织,野岛健儿,立花慎之介",8.7,https://movie.douban.com/subject/26815153/,,,[]
323,我的英雄学院 第2季,长崎健司,"山下大辉,三宅健太,冈本信彦,佐仓绫音,石川界人",9.2,https://movie.douban.com/subject/26827706/,,,[]
324,卡罗尔与星期二,"渡边信一郎,堀元宣","岛袋美由利,市之濑加那,大塚明夫,入野自由,上坂堇",9.4,https://movie.douban.com/subject/30163813/,,,[]
325,齐木楠雄的灾难,樱井弘明,"神谷浩史,小野大辅,岛崎信长,岩田光央,爱河里花子",9.3,https://movie.douban.com/subject/26801048/,,,[]
326,在下坂本，有何贵干？,高松信司,"绿川光,石田彰,杉田智和,武内健,堀江由衣",8.2,https://movie.douban.com/subject/26708698/,,,[]
327,轻松小熊和小薰,小林雅仁,"多部未华子,松本惣己,山田孝之,金泽舞",9.2,https://movie.douban.com/subject/27176022/,,,[]
328,一人之下 第二季,王昕,"曹云图,小连杀,彭尧,宝木中阳,阿杰",9.2,https://movie.douban.com/subject/27034748/,,,[]
329,野良神,田村耕太郎,"神谷浩史,内田真礼,梶裕贵,石川界人,钉宫理惠",8.4,https://movie.douban.com/subject/24752306/,,,[]
330,四月是你的谎言,石黑恭平,"花江夏树,种田梨沙,佐仓绫音,逢坂良太,早见沙织",8.9,https://movie.douban.com/subject/25851655/,,,[]
331,刺客伍六七,何伟锋,"何伟锋,姜广涛,段艺璇,刘小倩,段艺璇",8.9,https://movie.douban.com/subject/27624762/,,,[]
332,狐妖小红娘剧场版：竹业篇,王昕,"阿杰,李诗萌,谷江山,赵小爽",9.2,https://movie.douban.com/subject/30255232/,,,[]
333,请吃红小豆吧！第二季,林春柳,"林佩妍,朱芷仪,邓泽辉,林春柳",9.0,https://movie.douban.com/subject/30409718/,,,[]
334,工作细胞,铃木健一,"花泽香菜,前野智昭,小野大辅,井上喜久子,长绳麻理亚",8.9,https://movie.douban.com/subject/28514091/,,,[]
